Time,Current,Voltage,Energy,Inst_energy,Inst_energy_t-1,Hour_interval,Day
2024-01-01 00:02:34,14.061947289707849,220.84736082295638,0.10174925078243284,0.0060385576746512515,0.0022100566590437937,0,0
2024-01-01 00:02:41,14.450462637341868,233.5968596010006,0.10831288379439188,0.006563633011959044,0.0060385576746512515,0,0
2024-01-01 00:02:48,11.854728301316431,237.0718006096217,0.11377759281909092,0.005464709024699033,0.006563633011959044,0,0
2024-01-01 00:02:55,6.50087117231494,224.55419556063845,0.11661608872903471,0.0028384959099437973,0.005464709024699033,0,0
2024-01-01 00:03:02,10.244652252483242,226.62904016731525,0.1211305748256451,0.0045144860966103845,0.0028384959099437973,0,0
2024-01-01 00:03:09,8.727256988850455,233.5723652340537,0.12509421993626693,0.003963645110621833,0.0045144860966103845,0,0
2024-01-01 00:03:16,12.57515161043545,223.73446625309893,0.13056490433495804,0.005470684398691111,0.003963645110621833,0,0
2024-01-01 00:03:23,6.605432304714998,237.45747623306778,0.13361478349927527,0.003049879164317232,0.005470684398691111,0,0
2024-01-01 00:03:30,13.908900277005664,232.87081942188885,0.13991279434187126,0.006298010842595986,0.003049879164317232,0,0
2024-01-01 00:03:37,8.211500429840044,222.49652150114278,0.1434653532234301,0.003552558881558837,0.006298010842595986,0,0
2024-01-01 00:03:44,14.786352403070618,237.01822577985237,0.15027992130296347,0.006814568079533373,0.003552558881558837,0,0
2024-01-01 00:03:51,5.630236544789248,232.74970590498896,0.15282799110847084,0.002548069805507369,0.006814568079533373,0,0
2024-01-01 00:03:58,13.052570977126434,235.7709800427611,0.15881185837499406,0.005983867266523224,0.002548069805507369,0,0
2024-01-01 00:04:05,8.677735959858818,230.6468739054241,0.16270364968111264,0.0038917913061185805,0.005983867266523224,0,0
2024-01-01 00:04:12,11.33335161169175,226.60715367726698,0.16769740797345817,0.004993758292345524,0.0038917913061185805,0,0
2024-01-01 00:04:19,6.356042183105935,236.3053808892509,0.17061789930212176,0.0029204913286635936,0.004993758292345524,0,0
2024-01-01 00:04:26,12.154475496095838,233.82485530159028,0.17614404633517436,0.0055261470330525975,0.0029204913286635936,0,0
2024-01-01 00:04:33,14.380459026725953,229.88112656962443,0.18257198323838675,0.006427936903212389,0.0055261470330525975,0,0
2024-01-01 00:04:40,11.755170914417212,222.81342175850327,0.18766489128938157,0.005092908050994827,0.006427936903212389,0,0
2024-01-01 00:04:47,14.686298321824427,230.9698310840678,0.19426062542785216,0.006595734138470588,0.005092908050994827,0,0
2024-01-01 00:04:54,10.484436632505421,220.2909173765385,0.19875156519108983,0.004490939763237667,0.006595734138470588,0,0
2024-01-01 00:05:01,9.359740554812769,237.88453242194637,0.20308094367395277,0.004329378482862939,0.004490939763237667,0,0
2024-01-01 00:05:08,10.563962928420832,232.48987900517633,0.20785652735209334,0.004775583678140571,0.004329378482862939,0,0
2024-01-01 00:05:15,8.083933807870057,238.2565500337242,0.21160162492385687,0.003745097571763528,0.004775583678140571,0,0
2024-01-01 00:05:22,6.519288144082809,222.9794510821989,0.21442820021349573,0.0028265752896388663,0.003745097571763528,0,0
2024-01-01 00:05:29,11.335354309276209,228.55531599446024,0.21946578032529032,0.005037580111794587,0.0028265752896388663,0,0
2024-01-01 00:05:36,12.859069545911455,225.5364344858157,0.22510503612343755,0.005639255798147225,0.005037580111794587,0,0
2024-01-01 00:05:43,14.573952142157488,237.7411286652974,0.2318422013511414,0.006737165227703845,0.005639255798147225,0,0
2024-01-01 00:05:50,11.322220896033866,226.07389411547007,0.23681931523336736,0.004977113882225964,0.006737165227703845,0,0
2024-01-01 00:05:57,7.725456828463001,233.24999164010757,0.24032313167352987,0.0035038164401625105,0.004977113882225964,0,0
2024-01-01 00:06:04,7.824497964124535,230.75526350512362,0.24383391184757097,0.003510780174041106,0.0035038164401625105,0,0
2024-01-01 00:06:11,13.49795180018446,231.4316166530301,0.24990807008266808,0.006074158235097105,0.003510780174041106,0,0
2024-01-01 00:06:18,10.374329735988148,239.457678909397,0.25473848409148564,0.004830414008817563,0.006074158235097105,0,0
2024-01-01 00:06:25,12.826291354547454,225.07279255212802,0.26035180200614855,0.0056133179146629075,0.004830414008817563,0,0
2024-01-01 00:06:32,7.698340718228315,224.79584938047836,0.26371677014059886,0.003364968134450308,0.0056133179146629075,0,0
2024-01-01 00:06:39,12.466299304169493,231.7408847857348,0.26933417531150555,0.0056174051709066974,0.003364968134450308,0,0
2024-01-01 00:06:46,9.390933462140664,238.09991281664304,0.2736819150532328,0.004347739741727252,0.0056174051709066974,0,0
2024-01-01 00:06:53,9.842612882998843,223.47208411485641,0.27795881630287067,0.0042769012496378656,0.004347739741727252,0,0
2024-01-01 00:07:00,11.126403184177182,231.78764760932432,0.28297346623145214,0.005014649928581472,0.0042769012496378656,0,0
2024-01-01 00:07:07,7.391027050465976,226.74632717992958,0.2862321378049146,0.003258671573462435,0.005014649928581472,0,0
2024-01-01 00:07:14,12.42433925907703,230.45825285493652,0.29179964909093326,0.005567511286018678,0.003258671573462435,0,0
2024-01-01 00:07:21,11.28800865787202,231.73900948971541,0.29688606676271273,0.005086417671779475,0.005567511286018678,0,0
2024-01-01 00:07:28,8.939757574812965,231.96004592054618,0.30091819621910304,0.00403212945639031,0.005086417671779475,0,0
2024-01-01 00:07:35,9.069782535610404,227.57631113535828,0.304931661098486,0.0040134648793829775,0.00403212945639031,0,0
2024-01-01 00:07:42,13.114396304284105,221.27208041326008,0.31057414673051115,0.005642485632025129,0.0040134648793829775,0,0
2024-01-01 00:07:49,6.284760048734369,228.43277765379867,0.3133656790537723,0.0027915323232611255,0.005642485632025129,0,0
2024-01-01 00:07:56,14.604826716725064,224.2850636065753,0.3197349877826239,0.006369308728851608,0.0027915323232611255,0,0
2024-01-01 00:08:03,10.215857145117841,233.00580431059174,0.32436345391477445,0.004628466132150566,0.006369308728851608,0,0
2024-01-01 00:08:10,10.957371753028351,225.15829150657308,0.3291606766156633,0.004797222700888837,0.004628466132150566,0,0
2024-01-01 00:08:17,13.223145445535865,236.3490562273944,0.3352376059559049,0.006076929340241621,0.004797222700888837,0,0
2024-01-01 00:08:24,6.306256118302803,225.68881578921216,0.3380050393803001,0.0027674334243951715,0.006076929340241621,0,0
2024-01-01 00:08:31,9.784855149166999,222.29528674617592,0.3422344533436548,0.0042294139633547445,0.0027674334243951715,0,0
2024-01-01 00:08:38,14.658469440181035,236.60206304978766,0.348978222447792,0.006743769104137154,0.0042294139633547445,0,0
2024-01-01 00:08:45,14.375606690296136,239.5188322097364,0.35567338902761514,0.006695166579823164,0.006743769104137154,0,0
2024-01-01 00:08:52,8.760684963099536,237.61098473720682,0.3597210126018878,0.004047623574272685,0.006695166579823164,0,0
2024-01-01 00:08:59,10.922190044674707,236.56625008398956,0.3647451100438361,0.005024097441948261,0.004047623574272685,0,0
2024-01-01 00:09:06,12.417401493939458,234.24592948366356,0.3704009656780132,0.005655855634177143,0.005024097441948261,0,0
2024-01-01 00:09:13,9.648369751030284,232.9531802308529,0.37477133482324093,0.004370369145227704,0.005655855634177143,0,0
2024-01-01 00:09:20,13.958169972436894,239.38223842506648,0.38126838088052883,0.006497046057287903,0.004370369145227704,0,0
2024-01-01 00:09:27,11.403572479217988,235.4225074668599,0.3864885484888519,0.005220167608323056,0.006497046057287903,0,0
2024-01-01 00:09:34,5.829097301271807,234.20315241603979,0.3891430903627085,0.0026545418738566084,0.005220167608323056,0,0
2024-01-01 00:09:41,10.664770894935858,233.14157584916927,0.39397775993148904,0.004834669568780536,0.0026545418738566084,0,0
2024-01-01 00:09:48,14.360940908665048,237.7355874060069,0.40061630078103655,0.006638540849547514,0.004834669568780536,0,0
2024-01-01 00:09:55,10.571649392731352,228.18183911375277,0.4053068032272295,0.004690502446192957,0.006638540849547514,0,0
2024-01-01 00:10:02,9.56496906921058,224.56260910995454,0.40948334235824774,0.004176539131018231,0.004690502446192957,0,0
2024-01-01 00:10:09,14.030156074286753,239.97820508081554,0.41603015394213033,0.006546811583882595,0.004176539131018231,0,0
2024-01-01 00:10:16,14.864074402560814,235.47620614064232,0.4228359736467833,0.006805819704652993,0.006546811583882595,0,0
2024-01-01 00:10:23,14.551634271265529,239.39640597535202,0.42960965770768916,0.006773684060905838,0.006805819704652993,0,0
2024-01-01 00:10:30,8.612777989174997,230.09905623309535,0.43346314232101707,0.0038534846133279066,0.006773684060905838,0,0
2024-01-01 00:10:37,11.609336945239574,222.3297208943595,0.4384819491264687,0.005018806805451637,0.0038534846133279066,0,0
2024-01-01 00:10:44,13.305254171706242,227.5286431053784,0.4443684171806419,0.0058864680541731995,0.005018806805451637,0,0
2024-01-01 00:10:51,10.032533609410878,230.474896923641,0.4488644533046929,0.004496036124050973,0.0058864680541731995,0,0
2024-01-01 00:10:58,8.098012381626859,223.65657816160467,0.45238618001977476,0.0035217267150818854,0.004496036124050973,0,0
2024-01-01 00:11:05,10.691858002542894,224.61240022059735,0.4570558098034922,0.004669629783717433,0.0035217267150818854,0,0
2024-01-01 00:11:12,9.473617290522661,228.2927621058417,0.4612611730836893,0.004205363280197105,0.004669629783717433,0,0
2024-01-01 00:11:19,14.117127430536051,236.56164880233501,0.46775478324736763,0.006493610163678332,0.004205363280197105,0,0
2024-01-01 00:11:26,11.608700134216914,237.57889463364938,0.47311752630907467,0.0053627430617070315,0.006493610163678332,0,0
2024-01-01 00:11:33,5.102875677800923,237.9165595890158,0.4754781958582163,0.0023606695491416585,0.0053627430617070315,0,0
2024-01-01 00:11:40,7.887488688076932,233.03308560576517,0.47905217385450577,0.003573977996289446,0.0023606695491416585,0,0
2024-01-01 00:11:47,6.328795614224571,234.42628336057325,0.4819370216983779,0.002884847843872107,0.003573977996289446,0,0
2024-01-01 00:11:54,11.005585845631792,231.87445030308294,0.48689907702547086,0.004962055327092985,0.002884847843872107,0,0
2024-01-01 00:12:01,11.725484899357937,223.53699853655516,0.49199562088811455,0.005096543862643688,0.004962055327092985,0,0
2024-01-01 00:12:08,7.618177071024497,220.82165826462276,0.495266679070459,0.003271058182344466,0.005096543862643688,0,0
2024-01-01 00:12:15,11.032442973746482,239.72617727516703,0.5004092784206584,0.005142599350199395,0.003271058182344466,0,0
2024-01-01 00:12:22,5.279107362123387,239.50458915112662,0.5028677764981446,0.0024584980774862153,0.005142599350199395,0,0
2024-01-01 00:12:29,12.591647900900355,231.76987690705846,0.508542374494906,0.005674597996761399,0.0024584980774862153,0,0
2024-01-01 00:12:36,9.220040125514647,226.11844762836589,0.5125961934176194,0.0040538189227133925,0.005674597996761399,0,0
2024-01-01 00:12:43,12.79946816242876,236.17358348566174,0.5184740472616249,0.005877853844005521,0.0040538189227133925,0,0
2024-01-01 00:12:50,13.379146011465709,236.56942636148958,0.5246284023393953,0.0061543550777704015,0.005877853844005521,0,0
2024-01-01 00:12:57,11.794555701840745,233.24721076940864,0.5299776608221819,0.005349258482786556,0.0061543550777704015,0,0
2024-01-01 00:13:04,13.008332305454513,227.43167437874382,0.5357303129276632,0.00575265210548126,0.005349258482786556,0,0
2024-01-01 00:13:11,6.018582653403857,229.00438745682223,0.5384103053824707,0.002679992454807545,0.00575265210548126,0,0
2024-01-01 00:13:18,9.735558156501003,238.00395570503852,0.5429157802340556,0.004505474851584923,0.002679992454807545,0,0
2024-01-01 00:13:25,11.933436014037866,230.53199428251216,0.5482650223509201,0.005349242116864494,0.004505474851584923,0,0
2024-01-01 00:13:32,10.454487074229542,225.44078416130577,0.5528478207809562,0.004582798430036061,0.005349242116864494,0,0
2024-01-01 00:13:39,5.656743601374429,221.29194013541172,0.5552818603267275,0.0024340395457713715,0.004582798430036061,0,0
2024-01-01 00:13:46,5.467274714435377,235.13437863090383,0.5577815296876949,0.0024996693609673493,0.0024340395457713715,0,0
2024-01-01 00:13:53,8.36598288658974,224.44787044563782,0.5614326656047943,0.003651135917099424,0.0024996693609673493,0,0
2024-01-01 00:14:00,11.853532828140345,226.16483080187624,0.5666454338618404,0.005212768257046085,0.003651135917099424,0,0
2024-01-01 00:14:07,5.2464080024188835,233.3776846554717,0.5690262010469896,0.002380767185149235,0.005212768257046085,0,0
2024-01-01 00:14:14,10.127746866239255,234.1087498615818,0.5736364674648754,0.0046102664178857555,0.002380767185149235,0,0
2024-01-01 00:14:21,13.842256189636537,230.57510985296312,0.5798425114067555,0.006206043941880068,0.0046102664178857555,0,0
2024-01-01 00:14:28,12.853936304995422,235.7636748869629,0.5857351333012557,0.005892621894500238,0.006206043941880068,0,0
2024-01-01 00:14:35,6.127921949483046,234.69892815923956,0.5885316657995084,0.002796532498252735,0.005892621894500238,0,0
2024-01-01 00:14:42,14.0998467261573,220.94343833801335,0.5945891325522898,0.006057466752781404,0.002796532498252735,0,0
2024-01-01 00:14:49,5.243127112370547,227.53624591051755,0.596908857613363,0.0023197250610731412,0.006057466752781404,0,0
2024-01-01 00:14:56,14.851192040177999,232.87341947888922,0.6036336173678456,0.006724759754482612,0.0023197250610731412,0,0
2024-01-01 00:15:03,5.949925014846019,221.08994102973426,0.6061914729219138,0.002557855554068178,0.006724759754482612,0,0
2024-01-01 00:15:10,8.988831401796897,236.3718820467603,0.6103228476360544,0.004131374714140601,0.002557855554068178,0,0
2024-01-01 00:15:17,7.0429412330315335,223.7931867485632,0.6133876075911546,0.003064759955100249,0.004131374714140601,0,0
2024-01-01 00:15:24,14.27217173352589,234.4934609823122,0.6198951399852376,0.006507532394082971,0.003064759955100249,0,0
2024-01-01 00:15:31,6.71460311090427,223.33779252544116,0.6228110767783811,0.002915936793143503,0.006507532394082971,0,0
2024-01-01 00:15:38,11.89666479611861,223.27827398664257,0.6279760399653603,0.005164963186979232,0.002915936793143503,0,0
2024-01-01 00:15:45,12.915918675559256,237.23401838771832,0.6339340030264724,0.00595796306111207,0.005164963186979232,0,0
2024-01-01 00:15:52,7.832865677650524,223.52244048129327,0.6373383776835875,0.0034043746571150724,0.00595796306111207,0,0
2024-01-01 00:15:59,9.054980746941439,230.34353351340704,0.6413940148580387,0.004055637174451232,0.0034043746571150724,0,0
2024-01-01 00:16:06,10.649670220492201,220.98176616834073,0.6459700372305507,0.004576022372511979,0.004055637174451232,0,0
2024-01-01 00:16:13,6.942455843461616,236.91126957375707,0.649168154506895,0.0031981172763443366,0.004576022372511979,0,0
2024-01-01 00:16:20,11.269825649695811,220.63784525514166,0.6540031129330756,0.004834958426180536,0.0031981172763443366,0,0
2024-01-01 00:16:27,8.368207675142836,230.596269381906,0.6577552635717163,0.003752150638640761,0.004834958426180536,0,0
2024-01-01 00:16:34,9.535634437395075,229.31466449336529,0.6620071040389937,0.004251840467277335,0.003752150638640761,0,0
2024-01-01 00:16:41,7.371881385575544,231.640495042024,0.6653274884208883,0.0033203843818946366,0.004251840467277335,0,0
2024-01-01 00:16:48,7.5948249772074305,231.09513201714253,0.6687402355223561,0.0034127471014677724,0.0033203843818946366,0,0
2024-01-01 00:16:55,8.178825019216582,233.62555712920346,0.6724556460396998,0.003715410517343698,0.0034127471014677724,0,0
2024-01-01 00:17:02,5.798226598400047,229.9243780780587,0.6750478892375191,0.002592243197819366,0.003715410517343698,0,0
2024-01-01 00:17:09,5.8470502815242735,220.99685173466182,0.6775604608844796,0.002512571646960504,0.002592243197819366,0,0
2024-01-01 00:17:16,10.911380442776517,234.74316891042545,0.6825409064834441,0.004980445598964489,0.002512571646960504,0,0
2024-01-01 00:17:23,5.773544362658582,236.59277631120096,0.6851969765471722,0.0026560700637280332,0.004980445598964489,0,0
2024-01-01 00:17:30,14.848739715011908,229.41875272598355,0.6918208808290598,0.006623904281887638,0.0026560700637280332,0,0
2024-01-01 00:17:37,7.336914106080339,232.63806684290597,0.6951397471067311,0.0033188662776713063,0.006623904281887638,0,0
2024-01-01 00:17:44,12.118703921810297,226.6595333448838,0.7004807855594078,0.00534103845267675,0.0033188662776713063,0,0
2024-01-01 00:17:51,14.9517903418978,230.24702919960959,0.7071747403238694,0.006693954764461552,0.00534103845267675,0,0
2024-01-01 00:17:58,8.448241719043867,222.19856884716776,0.7108248265835153,0.0036500862596459127,0.006693954764461552,0,0
2024-01-01 00:18:05,5.194970456380329,228.39086115533246,0.7131318783705888,0.0023070517870734664,0.0036500862596459127,0,0
2024-01-01 00:18:12,14.934575220923032,224.0838725134133,0.7196391511897363,0.006507272819147536,0.0023070517870734664,0,0
2024-01-01 00:18:19,11.951393035442965,236.95969638785945,0.7251458148718568,0.005506663682120494,0.006507272819147536,0,0
2024-01-01 00:18:26,6.021009348476879,226.8816712216563,0.7278020361618472,0.0026562212899904347,0.005506663682120494,0,0
2024-01-01 00:18:33,5.459214095721561,222.97633411987104,0.7301689608350908,0.002366924673243509,0.0026562212899904347,0,0
2024-01-01 00:18:40,8.61064148654485,220.43556238869775,0.7338596944990623,0.003690733663971546,0.002366924673243509,0,0
2024-01-01 00:18:47,10.858709205236309,237.4203672756449,0.7388726253583752,0.00501293085931287,0.003690733663971546,0,0
2024-01-01 00:18:54,9.785685823020522,223.9729061875571,0.7431343196499701,0.004261694291594953,0.00501293085931287,0,0
2024-01-01 00:19:01,13.976587901532874,229.10482995510526,0.7493606325837848,0.006226312933814704,0.004261694291594953,0,0
2024-01-01 00:19:08,10.014844056512278,238.28914231159138,0.7540009104183055,0.004640277834520701,0.006226312933814704,0,0
2024-01-01 00:19:15,14.269063900397965,232.00253933502543,0.7604379141438007,0.006437003725495161,0.004640277834520701,0,0
2024-01-01 00:19:22,8.054974485651401,227.9124366873441,0.7640075813763991,0.003569667232598439,0.006437003725495161,0,0
2024-01-01 00:19:29,11.407293108232164,224.1330275660532,0.7689790419277241,0.004971460551325024,0.003569667232598439,0,0
2024-01-01 00:19:36,12.134033275095987,226.4911423292595,0.774322863428492,0.0053438215007678425,0.004971460551325024,0,0
2024-01-01 00:19:43,6.578674160006149,237.346896165074,0.7773589732199675,0.0030361097914755053,0.0053438215007678425,0,0
2024-01-01 00:19:50,11.49200274570589,222.43183459557454,0.7823293373247823,0.004970364104814773,0.0030361097914755053,0,0
2024-01-01 00:19:57,13.134650928603547,237.60982086578602,0.7883977968747714,0.006068459549989136,0.004970364104814773,0,0
2024-01-01 00:20:04,8.533982509592681,230.25804150711468,0.7922186654004391,0.0038208685256676533,0.006068459549989136,1,0
2024-01-01 00:20:11,10.584666025676691,223.88309661111845,0.7968264694684838,0.00460780406804473,0.0038208685256676533,1,0
2024-01-01 00:20:18,12.46961154213075,234.22977225030263,0.8025057138854119,0.005679244416928131,0.00460780406804473,1,0
2024-01-01 00:20:25,10.226824739519419,226.47908685868856,0.8070093620796596,0.004503648194247645,0.005679244416928131,1,0
2024-01-01 00:20:32,12.486145080262078,223.0650878249247,0.8124250735636773,0.00541571148401776,0.004503648194247645,1,0
2024-01-01 00:20:39,12.608240217348019,229.00461448650202,0.818039355878202,0.0056142823145246545,0.00541571148401776,1,0
2024-01-01 00:20:46,12.133722070257756,235.98789787861816,0.8236071005875422,0.005567744709340183,0.0056142823145246545,1,0
2024-01-01 00:20:53,11.938054592069154,227.64479910380098,0.8288913928861845,0.005284292298642357,0.005567744709340183,1,0
2024-01-01 00:21:00,5.816952322599448,224.7000600143528,0.8314329169839404,0.002541524097755876,0.005284292298642357,1,0
2024-01-01 00:21:07,6.046750971917913,225.92283090481982,0.8340892207843473,0.002656303800406934,0.002541524097755876,1,0
2024-01-01 00:21:14,13.035522729849694,223.05225127690733,0.8397428926844167,0.005653671900069379,0.002656303800406934,1,0
2024-01-01 00:21:21,10.396699426613065,233.86230051011856,0.8444706072175666,0.004727714533149907,0.005653671900069379,1,0
2024-01-01 00:21:28,8.29990624790559,237.32871492003574,0.8483007857137903,0.0038301784962236907,0.004727714533149907,1,0
2024-01-01 00:21:35,13.771192041575365,223.7415674454704,0.8542919847834632,0.005991199069672937,0.0038301784962236907,1,0
2024-01-01 00:21:42,10.137547760737295,235.02008784202144,0.8589246768825238,0.004632692099060587,0.005991199069672937,1,0
2024-01-01 00:21:49,14.383275841287801,234.72428117851112,0.8654893237102654,0.006564646827741605,0.004632692099060587,1,0
2024-01-01 00:21:56,6.451053571918517,239.98050655040828,0.8684995708568792,0.003010247146613798,0.006564646827741605,1,0
2024-01-01 00:22:03,12.81225092810882,226.48995895347346,0.8741420495534522,0.005642478696572972,0.003010247146613798,1,0
2024-01-01 00:22:10,7.789892676388488,223.98175542129218,0.877534704234954,0.00339265468150185,0.005642478696572972,1,0
2024-01-01 00:22:17,11.29943339799718,231.89415469687833,0.8826296786501417,0.005094974415187692,0.00339265468150185,1,0
2024-01-01 00:22:24,10.590849428942349,227.12191376208608,0.887306872520884,0.00467719387074228,0.005094974415187692,1,0
2024-01-01 00:22:31,11.87661626008645,238.55168702865146,0.8928158469417865,0.005508974420902479,0.00467719387074228,1,0
2024-01-01 00:22:38,12.494654432918889,225.64370207247848,0.8982978971019312,0.005482050160144691,0.005508974420902479,1,0
2024-01-01 00:22:45,12.943176275203657,220.73104384578912,0.9038530986767479,0.005555201574816704,0.005482050160144691,1,0
2024-01-01 00:22:52,6.688253071529458,229.2066803709913,0.9068339170067603,0.0029808183300124025,0.005555201574816704,1,0
2024-01-01 00:22:59,7.970830041669003,233.60836727952363,0.9104545748243376,0.0036206578175772552,0.0029808183300124025,1,0
2024-01-01 00:23:06,7.807509212694011,225.25836847148835,0.9138742824658773,0.00341970764153976,0.0036206578175772552,1,0
2024-01-01 00:23:13,12.22405184573217,223.7591292969947,0.9191928109054264,0.005318528439549053,0.00341970764153976,1,0
2024-01-01 00:23:20,9.43932940091901,222.06850103559776,0.9232687120487328,0.004075901143306471,0.005318528439549053,1,0
2024-01-01 00:23:27,6.619065944829691,225.16993726328533,0.9261667405611695,0.002898028512436701,0.004075901143306471,1,0
2024-01-01 00:23:34,10.12690972916241,238.92865018840234,0.9308715355903863,0.004704795029216724,0.002898028512436701,1,0
2024-01-01 00:23:41,14.056153758064095,233.7173987718267,0.9372593616602477,0.006387826069861435,0.004704795029216724,1,0
2024-01-01 00:23:48,13.825813106088779,232.645506090937,0.9435136930519958,0.006254331391748136,0.006387826069861435,1,0
2024-01-01 00:23:55,7.4006009886664215,232.11668990249285,0.9468538655612871,0.003340172509291306,0.006254331391748136,1,0
2024-01-01 00:24:02,8.223923956005645,236.48331577043055,0.9506354615724874,0.0037815960112002056,0.003340172509291306,1,0
2024-01-01 00:24:09,10.823783506674028,232.80756841937676,0.955535186859989,0.0048997252875015995,0.0037815960112002056,1,0
2024-01-01 00:24:16,9.191831407514634,237.89952928581758,0.9597871664588379,0.004251979598848932,0.0048997252875015995,1,0
2024-01-01 00:24:23,7.7832984090447415,232.1260154412948,0.9633002059940531,0.003513039535215201,0.004251979598848932,1,0
2024-01-01 00:24:30,5.243979271090694,221.12947268741908,0.965554980604331,0.0022547746102778987,0.003513039535215201,1,0
2024-01-01 00:24:37,7.875542760168757,221.22527961216474,0.9689427261722507,0.0033877455679197643,0.0022547746102778987,1,0
2024-01-01 00:24:44,8.600688739608248,228.16464706344848,0.972758451665425,0.0038157254931742157,0.0033877455679197643,1,0
2024-01-01 00:24:51,5.30324271700775,237.35459212536378,0.9752060191888305,0.0024475675234055805,0.0038157254931742157,1,0
2024-01-01 00:24:58,9.766081728505133,229.42604047321453,0.9795627286980976,0.004356709509267032,0.0024475675234055805,1,0
2024-01-01 00:25:05,7.96170892294454,238.64466979211363,0.9832572108587306,0.0036944821606330613,0.004356709509267032,1,0
2024-01-01 00:25:12,5.8253237230513815,224.3383186734501,0.9857982951110377,0.0025410842523070354,0.0036944821606330613,1,0
2024-01-01 00:25:19,11.453576720188753,226.7736638506661,0.9908487359163775,0.005050440805339784,0.0025410842523070354,1,0
2024-01-01 00:25:26,6.163614806896143,224.40383328415194,0.9935381724516222,0.0026894365352447824,0.005050440805339784,1,0
2024-01-01 00:25:33,12.787252391841331,229.7684394527778,0.999251158337382,0.005712985885759747,0.0026894365352447824,1,0
2024-01-01 00:25:40,12.911186299274396,232.12849806297575,1.0050787638893355,0.005827605551953496,0.005712985885759747,1,0
2024-01-01 00:25:47,10.436055338466844,235.12287090117803,1.0098499547350153,0.004771190845679785,0.005827605551953496,1,0
2024-01-01 00:25:54,7.86021613925664,221.2854125970226,1.013232026457332,0.0033820717223167485,0.004771190845679785,1,0
2024-01-01 00:26:01,5.295036101413669,222.44596281098003,1.0155223086311889,0.00229028217385685,0.0033820717223167485,1,0
2024-01-01 00:26:08,14.432029920792631,220.12503260790012,1.02169951901963,0.006177210388441212,0.00229028217385685,1,0
2024-01-01 00:26:15,10.11882667779842,232.3499451463639,1.0262711195098313,0.004571600490201222,0.006177210388441212,1,0
2024-01-01 00:26:22,13.616007251689453,235.10774230498066,1.0324957309179066,0.006224611408075287,0.004571600490201222,1,0
2024-01-01 00:26:29,9.651433263962387,236.14582927555327,1.0369274031353266,0.004431672217420024,0.006224611408075287,1,0
2024-01-01 00:26:36,9.156717698785856,223.16929831404923,1.040900871981406,0.003973468846079298,0.004431672217420024,1,0
2024-01-01 00:26:43,6.650628983514988,238.05983173258306,1.0439794090139392,0.003078537032533246,0.003973468846079298,1,0
